時間,新營流量,新營溫度,新營壓力,太保壓力北,太保壓力南,民雄壓力,民雄溫度,民雄流量
2021-07-28 05:30:00,84.531638180985794,29.099889999999998,15.309679190355601,8.0613302079314799,7.3130167852739199,2.3343964596368099,29.773554097360002,84.504730657714006
2021-07-28 05:30:01,84.509320158705904,29.10604,15.303638629070701,8.0618908106439804,7.3132045469479596,2.3271402411109401,29.773668548756302,84.492179154585699
2021-07-28 05:30:02,84.533492293606002,29.10604,15.3062458340302,8.0605845258545692,7.3127324604532298,2.3325331909049298,29.7736380283839,84.461925835495194
2021-07-28 05:30:03,84.546677094460506,29.132770000000001,15.3084882448802,8.0617647420914107,7.31271636659545,2.33817793377079,29.773828780711099,84.374675721043801
2021-07-28 05:30:04,84.517606439798499,29.132770000000001,15.3065033357546,8.0612953379062997,7.3128290235998801,2.3352021974668098,29.773897451548901,84.247024263696005
2021-07-28 05:30:05,84.508679230886599,29.130120000000002,15.3039175892721,8.0619417745269306,7.3125876157332499,2.3321303219899301,29.773973752479801,84.169464367465295
2021-07-28 05:30:07,84.481188005493706,29.091529999999999,15.3031182610026,8.0616279443003194,7.3091918117427097,2.3308805127422501,29.773302304288102,84.272585075537904
2021-07-28 05:30:08,84.485949183580004,29.091529999999999,15.302817842324099,8.0612819263581592,7.3101896309247696,2.3241324584159901,29.773264153822701,84.271974668090905
2021-07-28 05:30:08,84.485949183580004,29.091529999999999,15.302817842324099,8.0612819263581592,7.3101896309247696,2.3241324584159901,29.773264153822701,84.271974668090905
2021-07-28 05:30:09,84.513325957576697,29.101759999999999,15.2996098000076,8.0615662511788493,7.3092132702197503,2.3319059972531702,29.773477796429098,84.292003662444699
2021-07-28 05:30:10,84.498195482984897,29.101759999999999,15.298188175904199,8.0616762258736507,7.30954051199451,2.3277399664275902,29.773676178849399,84.342209674958099
2021-07-28 05:30:11,84.510579124065302,29.070550000000001,15.300414492896399,8.0602653310087007,7.3080062308866198,2.3317640775217501,29.773576987639199,84.486838089424694
2021-07-28 05:30:12,84.493823439645993,29.070550000000001,15.2954093031283,8.0616842728025304,7.3069440362734603,2.3400595147260801,29.773989012666,84.4668853960018
2021-07-28 05:30:13,84.476678620479206,29.106580000000001,15.2952429999313,8.0601634032427896,7.3105436957958201,2.3356096444376599,29.774431558065,84.218373264153797
2021-07-28 05:30:14,84.506836563406097,29.106580000000001,15.2960476928201,8.0610378361818995,7.3078882092629396,2.3207126506943401,29.775072485884301,84.298565542499603
2021-07-28 05:30:15,84.493720433389299,29.10191,15.2923353762933,8.0608500745078597,7.3073410180985796,2.3445368533496098,29.7747367617885,84.311155196093395
2021-07-28 05:30:16,84.474572714787101,29.10191,15.2886767059591,8.0576581260491391,7.3056028814588698,2.33294063787578,29.7748893636502,84.331031588585404
2021-07-28 05:30:17,84.470051884632994,29.118970000000001,15.2904953118877,8.0605147858042105,7.3068099207920003,2.3262200518846301,29.774401037692702,84.320425759194293
2021-07-28 05:30:18,84.455882801770201,29.118970000000001,15.2830331264993,8.0604584573019995,7.3066275237372196,2.34209674958035,29.7746986113231,84.299595605066401
2021-07-28 05:30:19,84.465851518388504,29.11927,15.2818904625973,8.0550750618762397,7.3067455453608998,2.3406867083778402,29.774538379368199,84.338547230276205
2021-07-28 05:30:20,84.464970242636994,29.11927,15.2844493859835,8.0520386873760099,7.3078452923088602,2.3381138409888602,29.774500228902799,84.135396001831197
2021-07-28 05:30:21,84.504295742408104,29.118410000000001,15.287576959011099,8.0583367503853207,7.30243239147718,2.33875019075233,29.774050053410701,84.135243399969497
2021-07-28 05:30:22,84.503769265985099,29.118410000000001,15.286391378155001,8.0593828511407004,7.3080813355562402,2.3295208301541299,29.7746833511369,84.254806958644906
2021-07-28 05:30:23,84.519803906607706,29.128620000000002,15.2866005983061,8.0549677694910695,7.30609642643065,2.33902487410346,29.774652830764499,84.340721806806002
2021-07-28 05:30:24,84.481508469403295,29.128620000000002,15.2794281023577,8.0544205783267202,7.30626809424691,2.3359987791851098,29.774813062719399,84.313596825881305
2021-07-28 05:30:25,84.472409583396896,29.102550000000001,15.2811447805204,8.0522291313596792,7.3056511630322003,2.3321257439340801,29.774805432626302,84.246146802991007
2021-07-28 05:30:26,84.464226308560995,29.102550000000001,15.282319632138,8.0516122001449695,7.3039720372043302,2.3323454906149901,29.7746452006715,84.223065771402403
2021-07-28 05:30:27,84.485994964138598,29.126390000000001,15.2794978424081,8.0520494166145298,7.3034892214710796,2.32561574851213,29.774996184953501,84.214748969937403
2021-07-28 05:30:28,84.4665611170456,29.126390000000001,15.281198426713001,8.0519260303715896,7.3023787452846003,2.33967953609034,29.775705783610601,84.254806958644906
